rarity_score,shared_title_terms,desc_similarity,career_a,primary_a,secondary_a,career_b,primary_b,secondary_b,salary_a,salary_b
15.04,app developer mobile,0.2,Mobile App Indie Developer,Entrepreneurship,"Tech & Engineering,Design & Creative",Mobile App Developer,Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",$20k–$150k,$70k–$130k
15.04,app developer mobile,0.179,Mobile App Indie Developer,Entrepreneurship,"Tech & Engineering,Design & Creative",Mobile App Developer (iOS/Android),Aviation & Transportation,"Tech & Engineering,Science & Research,Architecture & Urban Planning",$20k–$150k,$70k–$150k
15.04,app developer mobile,0.176,Mobile App Developer Entrepreneur,Entrepreneurship,"Business & Finance,Tech & Engineering,Architecture & Urban Planning",Mobile App Developer,Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",$50k–$150k,$70k–$130k
15.04,app developer mobile,0.156,Mobile App Developer Entrepreneur,Entrepreneurship,"Business & Finance,Tech & Engineering,Architecture & Urban Planning",Mobile App Developer (iOS/Android),Aviation & Transportation,"Tech & Engineering,Science & Research,Architecture & Urban Planning",$50k–$150k,$70k–$150k
15.04,app developer mobile,0.212,Mobile App Developer,Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",App Developer (Mobile Startup),Entrepreneurship,"Tech & Engineering,Design & Creative",$70k–$130k,$60k–$120k
15.04,app developer mobile,0.194,App Developer (Mobile Startup),Entrepreneurship,"Tech & Engineering,Design & Creative",Mobile App Developer (iOS/Android),Aviation & Transportation,"Tech & Engineering,Science & Research,Architecture & Urban Planning",$60k–$120k,$70k–$150k
15.03,artist effects makeup,0.091,Makeup Effects Artist,Hospitality & Events,"Food & Culinary,Marketing & Communications,Architecture & Urban Planning",Makeup Effects Artist (Non-Theater),Fashion & Beauty,"Media & Journalism,Design & Creative",$35k–$85k,$35k–$75k
15.03,artist effects makeup,0.241,Makeup Effects Artist,Hospitality & Events,"Food & Culinary,Marketing & Communications,Architecture & Urban Planning",Makeup Artist (Special Effects),Fashion & Beauty,"Arts & Performance,Media & Journalism",$35k–$85k,$35k–$75k
15.03,artist effects makeup,0.167,Makeup Effects Artist,Hospitality & Events,"Food & Culinary,Marketing & Communications,Architecture & Urban Planning",Makeup Effects Artist (SFX),Fashion & Beauty,"Arts & Performance,Media & Journalism",$35k–$85k,$35k–$75k
15.03,artist effects makeup,0.167,Makeup Effects Artist,Hospitality & Events,"Food & Culinary,Marketing & Communications,Architecture & Urban Planning",Makeup Effects Artist (Theater/Film),Fashion & Beauty,"Arts & Performance,Design & Creative",$35k–$85k,$35k–$75k
15.03,artist effects makeup,0.226,Makeup Effects Artist,Hospitality & Events,"Food & Culinary,Marketing & Communications,Architecture & Urban Planning",Makeup Effects Artist (Theater & Film),Fashion & Beauty,"Arts & Performance,Design & Creative",$35k–$85k,$35k–$75k
15.03,artist effects makeup,0.133,Makeup Effects Artist,Hospitality & Events,"Food & Culinary,Marketing & Communications,Architecture & Urban Planning",Makeup Effects Artist (Film),Fashion & Beauty,"Arts & Performance,Design & Creative",$35k–$85k,$40k–$85k
15.03,artist effects makeup,0.259,Makeup Effects Artist,Hospitality & Events,"Food & Culinary,Marketing & Communications,Architecture & Urban Planning",Makeup Effects Artist (Film/TV),Fashion & Beauty,"Arts & Performance,Design & Creative",$35k–$85k,$35k–$75k
15.03,artist effects makeup,0.333,Makeup Effects Artist,Hospitality & Events,"Food & Culinary,Marketing & Communications,Architecture & Urban Planning",Makeup Effects Artist (Special FX),Fashion & Beauty,"Arts & Performance,Design & Creative",$35k–$85k,$35k–$75k
15.03,artist effects makeup,0.44,Makeup Effects Artist,Hospitality & Events,"Food & Culinary,Marketing & Communications,Architecture & Urban Planning",Special Effects Makeup Artist,Fashion & Beauty,"Design & Creative,Marketing & Communications,Arts & Performance",$35k–$85k,$35k–$75k
15.0,orthotist prosthetist,0.235,Orthotist and Prosthetist,Design & Creative,"Marketing & Communications,Tech & Engineering,Science & Research",Orthotist-Prosthetist,Healthcare & Medicine,"Science & Research,Tech & Engineering,Architecture & Urban Planning",$75k–$98k,$55k–$85k
15.0,orthotist prosthetist,0.292,Orthotist/Prosthetist,Design & Creative,"Marketing & Communications,Tech & Engineering,Science & Research",Orthotist-Prosthetist,Healthcare & Medicine,"Science & Research,Tech & Engineering,Architecture & Urban Planning",$55k–$85k,$55k–$85k
14.99,community health worker,0.132,Community Health Worker,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Community Health Worker (Paid),Social Impact & Nonprofit,"Healthcare & Medicine,Education & Coaching",$38k–$56k,$30k–$45k
14.99,community health worker,0.132,Community Health Worker,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Community Health Worker Trainer,Social Impact & Nonprofit,"Healthcare & Medicine,Education & Coaching",$38k–$56k,$42k–$65k
14.99,community health worker,0.114,Community Health Worker,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Community Health Worker Supervisor,Social Impact & Nonprofit,"Healthcare & Medicine,Law & Government",$38k–$56k,$42k–$65k
14.99,community health worker,0.132,Community Health Worker,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",Community Health Worker Coordinator,Social Impact & Nonprofit,"Healthcare & Medicine,Education & Coaching",$38k–$56k,$38k–$58k
14.9,experience reality virtual,0.281,Virtual Reality Experience Operator,Entrepreneurship,"Tech & Engineering,Design & Creative",Virtual Reality Experience Artist,Arts & Performance,"Design & Creative,Tech & Engineering",$45k–$75k,$50k–$85k
14.9,experience reality virtual,0.212,Virtual Reality Experience Operator,Entrepreneurship,"Tech & Engineering,Design & Creative",Virtual Reality Experience Designer (Arts),Arts & Performance,"Design & Creative,Tech & Engineering",$45k–$75k,$55k–$95k
14.9,experience reality virtual,0.25,Virtual Reality Experience Operator,Entrepreneurship,"Tech & Engineering,Design & Creative",Virtual Reality Experience Curator,Arts & Performance,"Design & Creative,Tech & Engineering",$45k–$75k,$50k–$85k
14.9,experience reality virtual,0.25,Virtual Reality Experience Operator,Entrepreneurship,"Tech & Engineering,Design & Creative",Virtual Reality Experience Designer,Arts & Performance,"Design & Creative,Tech & Engineering",$45k–$75k,$60k–$95k
14.9,experience reality virtual,0.29,Virtual Reality Experience Startup Founder,Entrepreneurship,"Tech & Engineering,Design & Creative",Virtual Reality Experience Artist,Arts & Performance,"Design & Creative,Tech & Engineering",$45k–$150k,$50k–$85k
14.9,experience reality virtual,0.219,Virtual Reality Experience Startup Founder,Entrepreneurship,"Tech & Engineering,Design & Creative",Virtual Reality Experience Designer (Arts),Arts & Performance,"Design & Creative,Tech & Engineering",$45k–$150k,$55k–$95k
14.9,experience reality virtual,0.219,Virtual Reality Experience Startup Founder,Entrepreneurship,"Tech & Engineering,Design & Creative",Virtual Reality Experience Curator,Arts & Performance,"Design & Creative,Tech & Engineering",$45k–$150k,$50k–$85k
14.9,experience reality virtual,0.3,Virtual Reality Experience Startup Founder,Entrepreneurship,"Tech & Engineering,Design & Creative",Virtual Reality Experience Designer,Arts & Performance,"Design & Creative,Tech & Engineering",$45k–$150k,$60k–$95k
14.9,experience reality virtual,0.52,Virtual Reality Experience Artist,Arts & Performance,"Design & Creative,Tech & Engineering",Virtual Reality Experience Creator,Entrepreneurship,"Business & Finance,Tech & Engineering,Architecture & Urban Planning",$50k–$85k,$45k–$120k
14.9,experience reality virtual,0.233,Virtual Reality Experience Designer (Arts),Arts & Performance,"Design & Creative,Tech & Engineering",Virtual Reality Experience Creator,Entrepreneurship,"Business & Finance,Tech & Engineering,Architecture & Urban Planning",$55k–$95k,$45k–$120k
14.9,experience reality virtual,0.48,Virtual Reality Experience Creator,Entrepreneurship,"Business & Finance,Tech & Engineering,Architecture & Urban Planning",Virtual Reality Experience Curator,Arts & Performance,"Design & Creative,Tech & Engineering",$45k–$120k,$50k–$85k
14.9,experience reality virtual,0.48,Virtual Reality Experience Creator,Entrepreneurship,"Business & Finance,Tech & Engineering,Architecture & Urban Planning",Virtual Reality Experience Designer,Arts & Performance,"Design & Creative,Tech & Engineering",$45k–$120k,$60k–$95k
14.75,creator reality virtual,0.241,Virtual Reality Content Creator,Tech & Engineering,"Design & Creative,Arts & Performance",Virtual Reality Creator,Environment & Sustainability,"Science & Research,Law & Government,Architecture & Urban Planning",$55k–$95k,$60k–$120k
14.75,creator reality virtual,0.276,Virtual Reality Experience Creator,Entrepreneurship,"Business & Finance,Tech & Engineering,Architecture & Urban Planning",Virtual Reality Theater Creator,Arts & Performance,"Tech & Engineering,Design & Creative",$45k–$120k,$50k–$85k
14.75,creator reality virtual,0.286,Virtual Reality Experience Creator,Entrepreneurship,"Business & Finance,Tech & Engineering,Architecture & Urban Planning",Virtual Reality Creator,Environment & Sustainability,"Science & Research,Law & Government,Architecture & Urban Planning",$45k–$120k,$60k–$120k
14.75,creator reality virtual,0.233,Virtual Reality Theater Creator,Arts & Performance,"Tech & Engineering,Design & Creative",Virtual Reality Creator,Environment & Sustainability,"Science & Research,Law & Government,Architecture & Urban Planning",$50k–$85k,$60k–$120k
14.75,advocate justice social,0.0,Policy Advocate (Social Justice),Social Impact & Nonprofit,"Law & Government,Media & Journalism",Social Justice Advocate,Gaming & Esports,"Tech & Engineering,Marketing & Communications,Science & Research",$45k–$75k,$40k–$65k
14.7,checker fact media,0.941,Fact Checker (Digital Media),Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",Fact-Checker (Media Literacy),Media & Journalism,"Education & Coaching,Law & Government",$45k–$75k,$45k–$75k
14.7,checker fact media,0.28,Fact Checker (Digital Media),Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",Fact Checker (Media Verification),Media & Journalism,"Law & Government,Tech & Engineering",$45k–$75k,$45k–$75k
14.7,checker fact media,0.107,Fact Checker (Digital Media),Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",Fact-Checker (Media Organization),Media & Journalism,"Law & Government,Education & Coaching",$45k–$75k,$48k–$77k
14.67,employed self,0.0,Independent Journalist (Self-Employed),Media & Journalism,"Business & Finance,Social Impact & Nonprofit",Notary Public (Self-Employed),Law & Government,"Business & Finance,Entrepreneurship",$35k–$75k,$45k–$75k
14.67,cruise ship,0.128,Cruise Ship Director,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",Cruise Ship Chef,Food & Culinary,"Hospitality & Events,Business & Finance,Science & Research",$35k–$65k,$28k–$55k
14.67,cruise ship,0.024,Cruise Ship Director,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",Cruise Ship Chaplain,Hospitality & Events,"Social Impact & Nonprofit,Healthcare & Medicine",$35k–$65k,$35k–$55k
14.64,experience researcher user,0.2,UX Researcher (User Experience),Design & Creative,"Tech & Engineering,Business & Finance",User Experience Researcher,Science & Research,"Healthcare & Medicine,Tech & Engineering,Architecture & Urban Planning",$60k–$95k,$65k–$110k
14.46,developer energy renewable,0.222,Renewable Energy Developer,Environment & Sustainability,"Science & Research,Law & Government,Tech & Engineering",Renewable Energy Project Developer,Supply Chain & Operations,"Business & Finance,Tech & Engineering,Science & Research",$65k–$110k,$65k–$110k
14.42,arts grant writer,0.194,Grant Writer (Arts),Arts & Performance,"Business & Finance,Social Impact & Nonprofit",Grant Writer (Media Arts),Media & Journalism,"Design & Creative,Social Impact & Nonprofit",$45k–$75k,$45k–$70k
14.42,arts grant writer,0.226,Grant Writer (Arts),Arts & Performance,"Business & Finance,Social Impact & Nonprofit",Grant Writer (Media/Arts),Media & Journalism,"Social Impact & Nonprofit,Business & Finance",$45k–$75k,$45k–$70k
14.42,arts grant writer,0.152,Performing Arts Grant Writer,Arts & Performance,"Social Impact & Nonprofit,Business & Finance",Grant Writer (Media Arts),Media & Journalism,"Design & Creative,Social Impact & Nonprofit",$45k–$75k,$45k–$70k
